Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.6.0-28208][2021 USDM WRX MT CCF Gen2][Reflash: Stage1+BigSF 93 v400.ptm - Realtime: Stage1+BigSF 93 v400.ptm]"
4.793,on,2.34,0.00,12.50,-5.47,14.73,0,0,0.0,14.65,14.16,-9.02,-9.04,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,391.6,437.9,0,0.0,6.50,1.02,1.578,265.0,152.6,147.2,4.08,1.00,5.63,201.9,777,0.00,2.90,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
4.852,on,2.34,0.00,12.50,-5.47,14.71,0,-1,0.0,14.65,14.00,-9.02,-9.04,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,387.9,437.9,0,0.0,6.50,1.02,1.578,265.0,152.6,147.2,4.08,1.02,5.63,201.9,778,0.00,2.89,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
4.931,on,2.34,0.00,12.50,-5.47,14.73,0,-1,0.0,14.65,13.84,-9.02,-9.04,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,412.9,437.9,0,0.0,6.50,1.03,1.578,265.0,152.6,147.2,4.09,1.02,5.63,201.9,783,0.00,2.89,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
4.992,on,2.34,0.00,12.50,-5.47,14.71,0,-1,0.0,14.65,14.16,-9.03,-9.05,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,391.4,437.9,0,0.0,6.00,1.03,1.571,265.0,152.6,147.2,4.09,1.02,5.62,201.9,785,0.00,2.91,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.072,on,2.34,0.00,12.50,-5.47,14.71,0,0,0.0,14.65,14.08,-9.07,-9.07,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,404.6,437.9,0,0.0,6.50,1.03,1.571,265.0,152.6,147.2,4.09,0.96,5.58,201.9,789,0.00,2.94,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
5.142,on,2.34,0.00,12.50,-5.47,14.72,0,0,0.0,14.65,14.08,-9.09,-9.12,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,393.0,437.9,0,0.0,6.00,1.03,1.562,265.0,152.6,147.2,4.07,0.96,5.56,201.8,791,0.00,2.97,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
5.222,on,2.34,0.00,12.50,-5.47,14.71,0,0,0.0,14.65,14.00,-9.14,-9.16,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,396.7,437.9,0,0.0,6.00,1.03,1.562,265.0,152.6,147.2,4.06,0.94,5.51,201.8,794,0.00,3.00,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
5.282,on,2.34,0.00,12.50,-5.47,14.69,0,0,0.0,14.65,14.00,-9.17,-9.19,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,401.8,437.9,0,0.0,6.00,1.00,1.514,265.0,152.6,147.2,4.03,0.94,5.48,201.8,793,0.00,3.04,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
5.362,on,2.34,0.00,12.50,-5.47,14.69,0,0,0.0,14.65,14.08,-9.21,-9.23,14.62,0.30,0.30,14.82,192.2,0.875,0,0.00,0.00,0,387.5,437.9,0,0.0,6.00,1.00,1.514,265.0,152.6,147.2,4.02,0.98,5.44,201.8,793,0.00,3.08,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
5.432,on,2.34,0.00,12.50,-5.47,14.69,0,0,0.0,14.65,14.00,-9.24,-9.25,14.62,0.30,0.30,14.82,192.2,0.875,0,0.00,0.00,0,395.7,437.9,0,0.0,6.00,1.00,1.517,265.0,152.6,147.2,4.00,1.02,5.41,201.9,788,0.00,3.09,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.511,on,2.34,0.00,12.50,-5.47,14.67,0,0,0.0,14.65,14.00,-9.23,-9.26,14.62,0.30,0.30,14.82,192.2,0.875,0,0.00,0.00,0,384.9,437.9,0,0.0,5.50,0.99,1.517,265.0,152.6,147.2,3.99,0.98,5.42,201.9,785,0.00,3.11,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.572,on,2.34,0.00,12.50,-5.47,14.67,0,0,0.0,14.65,14.16,-9.23,-9.24,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,413.3,437.9,0,0.0,6.00,1.00,1.536,265.0,152.6,147.2,4.00,1.02,5.42,201.9,782,0.00,3.10,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.649,on,2.34,0.00,12.50,-5.47,14.67,0,0,0.0,14.65,14.00,-9.23,-9.23,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,399.3,437.9,0,0.0,6.00,1.00,1.536,265.0,152.6,147.2,4.01,1.00,5.42,201.9,781,0.00,3.09,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.726,on,2.34,0.00,12.50,-5.47,14.66,0,0,0.0,14.65,13.84,-9.20,-9.23,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,379.2,437.9,0,0.0,6.00,1.00,1.546,265.0,152.6,147.2,4.01,0.94,5.45,201.9,777,0.00,3.09,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.782,on,2.34,0.00,12.50,-5.47,14.65,0,0,0.0,14.65,14.16,-9.17,-9.21,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,404.5,437.9,0,0.0,6.50,0.99,1.546,265.0,152.6,147.2,4.01,0.98,5.47,201.9,772,0.00,3.06,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.863,on,2.34,0.00,12.50,-5.47,14.65,0,0,0.0,14.65,14.08,-9.14,-9.16,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,385.5,437.9,0,0.0,6.50,1.01,1.568,265.0,152.6,147.2,4.03,1.02,5.51,201.9,770,0.00,3.02,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
5.923,on,2.34,0.00,12.50,-5.47,14.66,0,0,0.0,14.65,14.16,-9.10,-9.12,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,381.4,437.9,0,0.0,7.00,1.01,1.568,265.0,152.6,147.2,4.05,1.00,5.55,201.9,770,0.00,2.97,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.002,on,2.34,0.00,12.50,-5.47,14.64,0,0,0.0,14.65,14.08,-9.07,-9.08,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,412.9,437.9,0,0.0,7.00,1.01,1.568,265.0,152.6,147.2,4.07,1.02,5.58,201.9,772,0.00,2.95,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.062,on,2.34,0.00,12.50,-5.47,14.65,0,0,0.0,14.65,14.16,-9.02,-9.06,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,397.3,437.9,0,0.0,7.00,1.02,1.584,265.0,152.6,147.2,4.09,1.04,5.63,201.8,771,0.00,2.91,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.145,on,2.34,0.00,12.50,-5.47,14.64,0,0,0.0,14.65,14.00,-9.00,-9.04,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,386.3,437.9,0,0.0,6.50,1.03,1.584,265.0,152.6,147.2,4.11,1.04,5.64,201.8,777,0.00,2.89,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.202,on,2.34,0.00,12.50,-5.47,14.64,0,0,0.0,14.65,14.08,-9.01,-9.03,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,388.9,437.9,0,0.0,6.50,1.03,1.590,265.0,152.6,147.2,4.11,1.02,5.64,201.8,777,0.00,2.89,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.281,on,2.34,0.00,12.50,-5.47,14.64,0,0,0.0,14.65,14.16,-9.02,-9.04,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,383.8,437.9,0,0.0,6.50,1.04,1.590,265.0,152.6,147.2,4.13,1.02,5.62,201.8,783,0.00,2.88,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.342,on,2.34,0.00,13.28,-5.47,14.64,0,0,0.0,14.65,14.08,-9.02,-9.04,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,418.2,437.9,0,0.0,6.00,1.04,1.590,265.0,152.6,147.2,4.14,1.00,5.63,201.8,787,0.00,2.89,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.416,on,2.34,0.00,13.28,-5.47,14.63,0,0,0.0,14.65,14.08,-9.05,-9.07,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,407.3,437.9,0,0.0,6.00,1.05,1.590,265.0,152.6,147.2,4.14,0.94,5.60,201.9,791,0.00,2.93,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
6.472,on,2.34,0.00,13.28,-5.47,14.62,0,0,0.0,14.65,14.16,-9.09,-9.11,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,384.6,437.9,0,0.0,6.00,1.03,1.558,265.0,152.6,147.2,4.13,0.94,5.56,201.9,795,0.00,2.94,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
6.551,on,2.34,0.00,13.28,-5.47,14.62,0,0,0.0,14.65,14.00,-9.13,-9.15,14.62,0.30,0.31,14.76,192.2,0.875,0,0.00,0.00,0,402.5,437.9,0,0.0,6.00,1.03,1.558,265.0,152.6,147.2,4.10,0.94,5.52,201.9,796,0.00,3.00,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
6.612,on,2.34,0.00,13.28,-5.47,14.63,0,0,0.0,14.65,14.08,-9.19,-9.19,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,396.9,437.9,0,0.0,6.00,1.01,1.523,265.0,152.6,147.2,4.09,0.98,5.46,201.9,798,0.00,3.03,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
6.696,on,2.34,0.00,13.28,-5.47,14.62,0,0,0.0,14.65,14.16,-9.22,-9.23,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,398.1,437.9,0,0.0,5.50,1.01,1.523,265.0,152.6,147.2,4.06,1.00,5.43,201.9,796,0.00,3.09,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
6.752,on,2.34,0.00,13.28,-5.47,14.62,0,0,0.0,14.65,14.08,-9.27,-9.27,14.62,0.30,0.30,14.82,192.2,0.875,0,0.00,0.00,0,409.5,437.9,0,0.0,5.50,1.01,1.523,265.0,152.6,147.2,4.04,1.00,5.38,202.1,795,0.00,3.14,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
6.830,on,2.34,0.00,13.28,-5.47,14.62,0,0,0.0,14.65,14.08,-9.29,-9.31,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,393.0,437.9,0,0.0,6.00,1.00,1.510,265.0,152.6,147.2,4.03,0.98,5.36,202.1,791,0.00,3.16,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.892,on,2.34,0.00,13.28,-5.47,14.60,0,0,0.0,14.65,14.00,-9.28,-9.31,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,392.8,437.9,0,0.0,6.00,0.99,1.510,265.0,152.6,147.2,4.03,0.94,5.37,202.1,787,0.00,3.15,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
6.977,on,2.34,0.00,13.28,-5.47,14.60,0,0,0.0,14.65,13.92,-9.26,-9.29,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,395.8,437.9,0,0.0,5.50,1.01,1.542,265.0,152.6,147.2,4.02,0.94,5.38,202.1,782,0.00,3.14,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.033,on,2.34,0.00,13.28,-5.47,14.60,0,0,0.0,14.65,14.16,-9.23,-9.26,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,390.0,437.9,0,0.0,6.00,1.00,1.542,265.0,152.6,147.2,4.04,1.00,5.42,201.9,781,0.00,3.12,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.109,on,2.34,0.00,13.28,-5.47,14.58,0,0,0.0,14.65,14.00,-9.23,-9.23,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,414.7,437.9,0,0.0,6.00,1.01,1.549,265.0,152.6,147.2,4.04,0.96,5.42,201.9,779,0.00,3.09,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.181,on,2.34,0.00,13.28,-5.47,14.56,0,0,0.0,14.65,14.08,-9.19,-9.22,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,408.5,437.9,0,0.0,6.50,1.00,1.549,265.0,152.6,147.2,4.05,0.96,5.45,201.9,776,0.00,3.09,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.242,on,2.34,0.00,13.28,-5.47,14.55,0,0,0.0,14.65,14.16,-9.17,-9.21,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,387.5,437.9,0,0.0,6.50,1.00,1.549,265.0,152.6,147.2,4.06,1.00,5.47,201.9,776,0.00,3.06,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.325,on,2.34,0.00,13.28,-5.47,14.55,0,0,0.0,14.65,14.00,-9.14,-9.18,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,404.5,437.9,0,0.0,6.50,1.00,1.549,265.0,152.6,147.2,4.07,1.00,5.50,201.9,776,0.00,3.03,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.383,on,2.34,0.00,13.28,-5.47,14.53,0,0,0.0,14.65,14.08,-9.12,-9.16,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,385.7,437.9,0,0.0,6.50,1.01,1.558,265.0,152.6,147.2,4.08,0.96,5.52,201.9,775,0.00,3.00,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.462,on,1.56,0.00,13.28,-5.47,14.53,0,0,0.0,14.65,14.00,-9.10,-9.13,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,377.2,437.9,0,0.0,6.50,1.01,1.558,265.0,152.6,147.2,4.07,0.96,5.55,201.9,775,0.00,2.99,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.527,on,1.56,0.00,13.28,-5.47,14.54,0,0,0.0,14.65,14.00,-9.09,-9.11,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,412.6,437.9,0,0.0,6.50,1.01,1.558,265.0,152.6,147.2,4.08,0.98,5.55,201.9,779,0.00,2.96,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.582,on,1.56,0.00,13.28,-5.47,14.51,0,0,0.0,14.65,14.16,-9.07,-9.11,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,401.0,437.9,0,0.0,6.50,1.01,1.555,265.0,152.6,147.2,4.07,1.00,5.58,201.9,778,0.00,2.96,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.662,on,1.56,0.00,13.28,-5.47,14.53,0,0,0.0,14.65,14.00,-9.08,-9.11,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,385.6,437.9,0,0.0,6.50,1.01,1.555,265.0,152.6,147.2,4.07,1.02,5.57,201.9,781,0.00,2.95,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.722,on,1.56,0.00,13.28,-5.47,14.52,0,0,0.0,14.65,14.00,-9.08,-9.10,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,403.2,437.9,0,0.0,6.50,1.01,1.549,265.0,152.6,147.2,4.07,1.04,5.57,201.9,781,0.00,2.94,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.802,on,1.56,0.00,13.28,-5.47,14.52,0,0,0.0,14.65,14.24,-9.09,-9.10,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,403.2,437.9,0,0.0,6.50,1.01,1.549,265.0,152.6,147.2,4.07,1.04,5.56,201.9,783,0.00,2.96,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.863,on,1.56,0.00,13.28,-5.47,14.52,0,0,0.0,14.65,14.08,-9.09,-9.11,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,384.5,437.9,0,0.0,6.00,1.02,1.555,265.0,152.6,147.2,4.07,1.04,5.56,201.9,783,0.00,2.97,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
7.941,on,1.56,0.00,13.28,-5.47,14.53,0,0,0.0,14.65,14.16,-9.11,-9.13,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,404.6,437.9,0,0.0,6.00,1.02,1.555,265.0,152.6,147.2,4.07,1.00,5.54,201.9,785,0.00,2.98,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.002,on,1.56,0.00,13.28,-5.47,14.52,0,0,0.0,14.65,14.00,-9.13,-9.16,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,384.4,437.9,0,0.0,6.00,1.01,1.536,265.0,152.6,147.2,4.08,0.98,5.52,201.9,786,0.00,3.00,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.085,on,1.56,0.00,13.28,-5.47,14.53,0,0,0.0,14.65,14.00,-9.15,-9.18,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,401.5,437.9,0,0.0,6.00,1.00,1.536,265.0,152.6,147.2,4.07,1.00,5.50,201.9,785,0.00,3.01,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.142,on,1.56,0.00,13.28,-5.47,14.56,0,0,0.0,14.65,14.16,-9.17,-9.19,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,396.3,437.9,0,0.0,6.00,1.02,1.555,265.0,152.6,147.2,4.08,1.00,5.48,201.9,786,0.00,3.03,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.221,on,1.56,0.00,13.28,-5.47,14.55,0,0,0.0,14.65,14.00,-9.18,-9.19,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,392.8,437.9,0,0.0,6.00,1.02,1.555,265.0,152.6,147.2,4.07,0.98,5.47,201.9,783,0.00,3.05,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.283,on,1.56,0.00,13.28,-5.47,14.57,0,0,0.0,14.65,14.00,-9.19,-9.21,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,408.7,437.9,0,0.0,6.00,1.01,1.555,265.0,152.6,147.2,4.07,1.02,5.46,201.9,783,0.00,3.07,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.366,on,1.56,0.00,13.28,-5.47,14.55,0,0,0.0,14.65,14.16,-9.21,-9.22,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,393.0,437.9,0,0.0,6.00,1.01,1.562,265.0,152.6,147.2,4.07,1.02,5.44,201.9,779,0.00,3.08,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.422,on,1.56,0.00,13.28,-5.47,14.56,0,0,0.0,14.65,14.00,-9.21,-9.23,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,385.2,437.9,0,0.0,6.50,1.02,1.562,265.0,152.6,147.2,4.09,1.02,5.44,201.9,782,0.00,3.08,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.501,on,1.56,0.00,13.28,-5.47,14.56,0,0,0.0,14.65,14.16,-9.18,-9.22,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,398.1,437.9,0,0.0,6.50,1.01,1.552,265.0,152.6,147.2,4.11,1.04,5.47,201.9,779,0.00,3.06,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.562,on,1.56,0.00,13.28,-5.47,14.57,0,0,0.0,14.65,14.00,-9.17,-9.20,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,397.2,437.9,0,0.0,6.50,1.01,1.552,265.0,152.6,147.2,4.13,1.04,5.48,201.9,779,0.00,3.04,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.646,on,1.56,0.00,13.28,-5.47,14.58,0,0,0.0,14.65,14.00,-9.16,-9.18,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,408.9,437.9,0,0.0,6.50,1.02,1.578,265.0,152.6,147.2,4.15,0.98,5.49,202.2,779,0.00,3.05,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.702,on,1.56,0.00,13.28,-5.47,14.57,0,0,0.0,14.65,14.08,-9.17,-9.18,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,407.6,437.9,0,0.0,6.50,1.02,1.578,265.0,152.6,147.2,4.16,0.98,5.48,202.2,779,0.00,3.05,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.780,on,1.56,0.00,13.28,-5.47,14.56,0,0,0.0,14.65,14.08,-9.15,-9.18,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,384.5,437.9,0,0.0,6.50,1.04,1.606,265.0,152.6,147.2,4.16,1.02,5.50,202.2,778,0.00,3.02,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.842,on,1.56,0.00,13.28,-5.47,14.55,0,0,0.0,14.65,14.08,-9.15,-9.19,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,403.9,437.9,0,0.0,6.50,1.04,1.606,265.0,152.6,147.2,4.17,0.98,5.50,202.2,778,0.00,3.03,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.926,on,1.56,0.00,13.28,-5.47,14.56,0,0,0.0,14.65,14.16,-9.14,-9.17,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,386.3,437.9,0,0.0,6.50,1.04,1.603,265.0,152.6,147.2,4.18,0.98,5.50,202.2,781,0.00,3.02,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
8.982,on,1.56,0.00,13.28,-5.47,14.55,0,0,0.0,14.65,14.00,-9.14,-9.16,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,393.6,437.9,0,0.0,6.50,1.04,1.603,265.0,152.6,147.2,4.18,0.98,5.50,201.9,781,0.00,3.02,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.060,on,1.56,0.00,13.28,-5.47,14.52,0,0,0.0,14.65,14.16,-9.14,-9.17,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,413.9,437.9,0,0.0,6.00,1.05,1.603,265.0,152.6,147.2,4.18,0.98,5.50,201.9,784,0.00,3.03,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.128,on,1.56,0.00,13.28,-5.47,14.53,0,0,0.0,14.65,14.00,-9.16,-9.18,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,388.7,437.9,0,0.0,6.00,1.03,1.578,265.0,152.6,147.2,4.16,0.96,5.48,201.9,784,0.00,3.05,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.182,on,1.56,0.00,13.28,-5.47,14.52,0,0,0.0,14.65,14.08,-9.18,-9.20,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,379.5,437.9,0,0.0,6.00,1.03,1.578,265.0,152.6,147.2,4.15,0.98,5.47,201.9,785,0.00,3.04,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.264,on,0.78,0.00,13.28,-5.47,14.49,0,0,0.0,14.65,14.16,-9.19,-9.21,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,411.5,437.9,0,0.0,6.00,1.03,1.578,265.0,152.6,147.2,4.14,0.98,5.46,201.9,785,0.00,3.07,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.322,on,0.78,0.00,13.28,-5.47,14.47,0,0,0.0,14.65,14.00,-9.20,-9.22,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,407.6,437.9,0,0.0,6.00,1.03,1.578,265.0,152.6,147.2,4.13,1.00,5.45,201.9,787,0.00,3.08,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.400,on,0.78,0.00,13.28,-5.47,14.45,0,0,0.0,14.65,14.08,-9.22,-9.23,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,390.5,437.9,0,0.0,6.00,1.02,1.565,265.0,152.6,147.2,4.12,0.98,5.43,201.9,786,0.00,3.09,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.465,on,0.78,0.00,13.28,-5.47,14.43,0,0,0.0,14.65,13.92,-9.22,-9.25,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,407.6,437.9,0,0.0,6.00,1.02,1.565,265.0,152.6,147.2,4.11,0.96,5.43,201.9,784,0.00,3.11,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.522,on,0.78,0.00,13.28,-5.47,14.44,0,0,0.0,14.65,14.00,-9.23,-9.26,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,396.9,437.9,0,0.0,6.00,1.01,1.536,265.0,150.8,147.2,4.10,1.00,5.42,201.9,785,0.00,3.10,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.603,on,0.78,0.00,13.28,-5.47,14.40,0,0,0.0,14.65,14.16,-9.24,-9.24,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,395.8,437.9,0,0.0,6.00,1.00,1.536,265.0,152.6,147.2,4.08,1.00,5.41,201.9,781,0.00,3.11,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.662,on,0.78,0.00,13.28,-5.47,14.38,0,0,0.0,14.65,14.00,-9.23,-9.25,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,408.7,437.9,0,0.0,6.50,1.00,1.536,265.0,152.6,147.2,4.08,0.96,5.42,201.9,779,0.00,3.12,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.746,on,0.00,0.00,13.28,-5.47,14.37,0,0,0.0,14.65,14.08,-9.21,-9.25,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,393.0,437.9,0,0.0,6.50,1.01,1.558,265.0,152.6,147.2,4.08,1.00,5.44,201.9,776,0.00,3.10,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
9.806,on,0.00,0.00,13.28,-5.47,14.36,0,0,0.0,14.65,14.08,-9.19,-9.24,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,382.4,437.9,0,0.0,6.50,1.01,1.558,265.0,152.6,147.2,4.08,0.98,5.45,201.9,776,0.00,3.08,0.000,0.00,0.000,-6.15,6.3,0,0.00,0
